City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
94,Clarence Town,AU,2021-10-05 21:09:24,-32.5833,151.7833,57.85,51,2,5.95
95,Ponta Do Sol,PT,2021-10-05 21:04:45,32.6667,-17.1,72.23,76,100,5.59
96,Ulaangom,MN,2021-10-05 21:09:24,49.9811,92.0667,36.82,58,95,2.71
97,Nouadhibou,MR,2021-10-05 21:06:08,20.931,-17.0347,70.3,84,0,23.53
98,Manado,ID,2021-10-05 21:09:24,1.487,124.8455,74.17,94,20,0.0
99,Cape Town,ZA,2021-10-05 21:04:16,-33.9258,18.4232,62.35,59,1,3.0
100,Mahebourg,MU,2021-10-05 21:05:04,-20.4081,57.7,71.26,81,5,7.07
101,Salalah,OM,2021-10-05 21:09:25,17.0151,54.0924,80.69,94,75,6.91
102,Saint-Michel-Des-Saints,CA,2021-10-05 21:09:25,46.6834,-73.9159,61.93,59,6,1.86
103,Vardo,NO,2021-10-05 21:01:50,70.3705,31.1107,50.2,84,100,27.65
104,Lasa,IT,2021-10-05 21:09:25,46.6166,10.7002,51.71,97,100,3.24
105,Kavaratti,IN,2021-10-05 21:09:26,10.5669,72.642,81.3,81,99,14.85
106,Saint George,US,2021-10-05 21:05:14,37.1041,-113.5841,80.64,32,75,1.01
107,Naze,JP,2021-10-05 21:04:59,28.3667,129.4833,76.86,71,57,16.24
108,Albany,US,2021-10-05 21:02:13,42.6001,-73.9662,61.81,95,100,1.3
109,Beloha,MG,2021-10-05 21:04:44,-25.1667,45.05,64.29,74,0,7.78
110,Bagdarin,RU,2021-10-05 21:09:26,54.4333,113.6,27.64,69,49,0.98
111,The Valley,AI,2021-10-05 21:06:24,18.217,-63.0578,86.14,66,20,17.27
112,Isla Mujeres,MX,2021-10-05 21:09:27,21.2311,-86.731,86.16,64,52,9.51
113,Bosaso,SO,2021-10-05 21:09:27,11.2842,49.1816,89.24,54,8,4.85
114,Rome,US,2021-10-05 21:09:19,34.257,-85.1647,74.28,86,100,9.01
115,Tasiilaq,GL,2021-10-05 21:04:34,65.6145,-37.6368,33.96,80,18,6.35
116,Manhattan,US,2021-10-05 21:08:48,40.7834,-73.9662,66.42,80,90,3.44
117,Tamworth,GB,2021-10-05 21:09:27,52.634,-1.6959,52.65,85,64,5.99
118,Leningradskiy,RU,2021-10-05 21:01:49,69.3833,178.4167,30.02,98,100,8.86
119,Yarada,IN,2021-10-05 21:09:28,17.65,83.2667,79.12,94,40,2.3
120,Dengzhou,CN,2021-10-05 21:09:28,37.8086,120.7508,62.28,65,100,11.05
121,Ranong,TH,2021-10-05 21:09:28,9.9658,98.6348,75.88,93,100,5.21
122,Guarapari,BR,2021-10-05 21:09:28,-20.6667,-40.4975,73.29,88,100,6.49
123,Coquimbo,CL,2021-10-05 21:03:20,-29.9533,-71.3436,56.93,71,20,11.5
124,Bredasdorp,ZA,2021-10-05 21:04:36,-34.5322,20.0403,57.27,95,9,7.85
125,Chuy,UY,2021-10-05 21:09:29,-33.6971,-53.4616,60.15,68,0,6.73
126,Epe,NG,2021-10-05 21:09:29,6.5841,3.9834,76.82,92,71,5.41
127,Kedrovyy,RU,2021-10-05 21:09:29,56.1667,91.8167,23.41,94,15,4.54
128,Kahului,US,2021-10-05 21:09:30,20.8947,-156.47,87.82,62,40,21.85
129,Coventry,GB,2021-10-05 21:09:30,52.4066,-1.5122,52.66,83,20,5.99
130,Puerto Cabezas,NI,2021-10-05 21:09:30,14.0351,-83.3888,81.97,83,100,7.18
131,Severo-Kurilsk,RU,2021-10-05 21:01:34,50.6789,156.125,43.45,80,52,21.16
132,Port Elizabeth,ZA,2021-10-05 21:04:03,-33.918,25.5701,60.1,83,7,10.33
133,Kabanjahe,ID,2021-10-05 21:09:31,3.1001,98.4908,60.21,92,96,3.8
134,Tabou,CI,2021-10-05 21:04:59,4.423,-7.3528,77.79,87,8,6.22
135,Kodiak,US,2021-10-05 21:01:26,57.79,-152.4072,44.89,93,100,2.28
136,Methoni,GR,2021-10-05 21:09:31,36.8197,21.7049,68.22,63,0,6.62
137,Torbay,CA,2021-10-05 21:04:37,47.6666,-52.7314,48.58,80,100,4.0
138,Camana,PE,2021-10-05 21:09:31,-16.6228,-72.7111,63.14,79,100,7.0
139,Kidodi,TZ,2021-10-05 21:09:31,-7.6036,37.0044,72.14,62,17,1.52
140,Bengkulu,ID,2021-10-05 21:04:24,-3.8004,102.2655,74.21,90,100,3.44
141,Petropavlovsk-Kamchatskiy,RU,2021-10-05 21:09:32,53.0452,158.6483,32.59,64,20,11.18
142,Agadir,MA,2021-10-05 21:09:32,30.4202,-9.5982,66.65,58,97,6.13
143,Mar Del Plata,AR,2021-10-05 21:00:08,-38.0023,-57.5575,61.12,58,94,18.99
144,Saskylakh,RU,2021-10-05 21:05:25,71.9167,114.0833,22.05,95,100,6.11
145,Mazamari,PE,2021-10-05 21:09:32,-11.3258,-74.5308,80.44,67,100,2.39
146,Ville-Marie,CA,2021-10-05 21:09:33,47.3335,-79.433,64.89,48,0,1.86
147,Vanimo,PG,2021-10-05 21:09:33,-2.6741,141.3028,77.02,91,69,4.03
148,Bathsheba,BB,2021-10-05 21:00:37,13.2167,-59.5167,83.39,71,19,17.92
149,Arraial Do Cabo,BR,2021-10-05 21:09:33,-22.9661,-42.0278,71.46,83,90,5.75
150,Kapaa,US,2021-10-05 21:04:46,22.0752,-159.319,82.72,69,20,3.0
151,Kulhudhuffushi,MV,2021-10-05 21:09:34,6.6221,73.07,81.63,79,100,19.01
152,Jamestown,US,2021-10-05 21:01:13,42.097,-79.2353,74.52,80,70,4.0
153,Mangrol,IN,2021-10-05 21:09:34,21.1167,70.1167,80.83,82,78,8.5
154,Siocon,PH,2021-10-05 21:09:34,7.7061,122.1353,77.79,86,97,3.04
155,Port-Cartier,CA,2021-10-05 21:09:35,50.0334,-66.8654,55.74,62,46,4.79
156,Harper,LR,2021-10-05 21:03:10,4.375,-7.7169,77.76,87,6,7.27
157,Katsuura,JP,2021-10-05 21:09:35,35.1333,140.3,71.71,83,84,11.45
158,Rocha,UY,2021-10-05 21:09:00,-34.4833,-54.3333,61.83,69,0,6.33
159,Coihaique,CL,2021-10-05 21:09:35,-45.5752,-72.0662,52.41,35,20,8.05
160,Talnakh,RU,2021-10-05 21:09:36,69.4865,88.3972,33.78,100,100,3.83
161,Boa Vista,BR,2021-10-05 21:06:51,2.8197,-60.6733,93.18,43,20,12.66
162,Saldanha,ZA,2021-10-05 21:09:36,-33.0117,17.9442,60.31,65,6,10.63
163,Tieling,CN,2021-10-05 21:09:36,42.2931,123.8414,53.74,67,100,5.84
164,Carnarvon,AU,2021-10-05 21:05:06,-24.8667,113.6333,62.51,68,36,24.27
165,Barrow,US,2021-10-05 21:00:09,71.2906,-156.7887,24.82,86,90,12.66
166,Puerto Lopez,CO,2021-10-05 21:09:37,4.0845,-72.956,84.96,75,97,3.8
167,Qaanaaq,GL,2021-10-05 21:05:17,77.484,-69.3632,26.64,91,100,5.75
168,Dong Hoi,VN,2021-10-05 21:09:37,17.4833,106.6,77.27,89,92,0.94
169,Nenjiang,CN,2021-10-05 21:09:37,49.1833,125.2167,37.42,83,0,4.41
170,Erzin,TR,2021-10-05 21:09:38,36.9559,36.2,70.52,40,0,2.17
171,Husavik,IS,2021-10-05 21:09:38,66.0449,-17.3389,36.16,79,100,4.29
172,Tura,IN,2021-10-05 21:05:10,25.5198,90.2201,71.55,93,4,2.95
173,Itaituba,BR,2021-10-05 21:09:38,-4.2761,-55.9836,91.17,43,93,1.97
174,Chicama,PE,2021-10-05 21:06:04,-7.8447,-79.1469,63.14,66,30,10.74
175,Skibbereen,IE,2021-10-05 21:09:39,51.55,-9.2667,51.6,87,86,8.39
176,Faya,SA,2021-10-05 21:09:39,18.3851,42.4509,68.52,34,99,6.69
177,Longyearbyen,SJ,2021-10-05 21:01:37,78.2186,15.6401,33.53,88,98,9.31
178,San Vicente,AR,2021-10-05 21:09:39,-26.6167,-54.1333,68.18,64,85,1.81
179,Oktyabrskoye,RU,2021-10-05 21:09:40,43.0645,44.7417,44.74,100,100,13.42
180,Lethem,GY,2021-10-05 21:09:40,3.3803,-59.7968,88.63,50,90,7.67
181,Hamilton,US,2021-10-05 21:01:36,39.1834,-84.5333,81.64,66,66,1.01
182,Porbandar,IN,2021-10-05 21:05:28,21.6422,69.6093,81.09,80,36,7.0
183,Samarai,PG,2021-10-05 21:09:40,-10.6167,150.6667,80.02,82,54,13.44
184,Trudarmeyskiy,RU,2021-10-05 21:09:41,54.132,86.4098,32.34,91,82,2.53
185,Ajdabiya,LY,2021-10-05 21:09:41,30.7554,20.2263,71.44,52,0,11.21
186,Jonacatepec,MX,2021-10-05 21:09:41,18.6833,-98.8,79.92,60,63,1.9
187,Mount Gambier,AU,2021-10-05 21:04:25,-37.8333,140.7667,42.53,92,49,6.71
188,Cusuna,HN,2021-10-05 21:09:42,15.85,-85.2333,82.81,79,77,7.23
189,Dharchula,IN,2021-10-05 21:09:42,29.85,80.5333,64.04,75,1,4.45
190,Cabo San Lucas,MX,2021-10-05 21:02:05,22.8909,-109.9124,96.51,64,0,8.48
191,Jaciara,BR,2021-10-05 21:09:42,-15.9653,-54.9683,80.4,68,97,13.51
192,San Quintin,MX,2021-10-05 21:05:23,30.4833,-115.95,74.55,64,11,12.1
193,Bo Rai,TH,2021-10-05 21:09:43,12.5728,102.5371,79.86,98,100,1.07
194,Deputatskiy,RU,2021-10-05 21:05:17,69.3,139.9,17.78,82,100,8.14
195,Nanortalik,GL,2021-10-05 21:05:19,60.1432,-45.2371,38.14,75,0,8.84
196,Poronaysk,RU,2021-10-05 21:09:43,49.2167,143.1167,35.67,83,91,5.08
197,Amga,RU,2021-10-05 21:09:43,60.8953,131.9608,26.89,98,99,3.18
198,Ostersund,SE,2021-10-05 21:09:43,63.1792,14.6357,48.65,93,100,11.5
199,Kitimat,CA,2021-10-05 21:09:44,54.0524,-128.6534,51.91,64,82,6.13
200,Port-Gentil,GA,2021-10-05 21:09:44,-0.7193,8.7815,78.1,85,100,16.58
201,Tommot,RU,2021-10-05 21:09:44,58.9564,126.2925,29.17,97,100,2.77
202,Hilo,US,2021-10-05 21:04:24,19.7297,-155.09,80.33,75,20,8.05
203,Berkak,NO,2021-10-05 21:09:45,62.825,10.0118,44.42,84,100,6.17
204,Formosa,AR,2021-10-05 21:01:10,-26.1775,-58.1781,69.49,49,91,5.53
205,Minot,US,2021-10-05 21:09:45,48.2325,-101.2963,89.82,12,1,13.0
206,Sibi,PK,2021-10-05 21:09:45,29.5448,67.8764,90.09,33,10,4.45
207,Souillac,MU,2021-10-05 21:04:23,-20.5167,57.5167,71.37,82,12,5.66
208,Pisco,PE,2021-10-05 21:04:27,-13.7,-76.2167,68.05,68,75,6.91
209,Saint-Pierre,RE,2021-10-05 21:09:46,-21.3393,55.4781,69.48,79,75,3.44
210,Trinidad,BO,2021-10-05 21:09:46,-14.8333,-64.9,82.87,53,77,7.2
211,Pocoes,BR,2021-10-05 21:09:46,-14.5297,-40.3653,75.87,49,99,7.31
212,Alofi,NU,2021-10-05 21:09:46,-19.0595,-169.9187,80.49,78,75,11.5
213,Santa Isabel,BR,2021-10-05 21:09:07,-23.3156,-46.2214,65.91,93,100,5.97
214,Sambava,MG,2021-10-05 21:09:47,-14.2667,50.1667,69.89,86,10,8.97
215,Marystown,CA,2021-10-05 21:06:24,47.1666,-55.1483,51.85,100,100,9.4
216,Erenhot,CN,2021-10-05 21:04:45,43.6475,111.9767,45.91,45,100,12.84
217,Morant Bay,JM,2021-10-05 21:09:47,17.8815,-76.4093,81.63,81,100,12.3
218,Redlands,US,2021-10-05 21:09:48,34.0556,-117.1825,85.32,46,5,1.01
219,Nuevo Progreso,MX,2021-10-05 21:09:48,23.1667,-97.95,89.6,48,93,8.99
220,Arandis,NA,2021-10-05 21:09:48,-22.4167,14.9667,47.46,47,11,1.81
221,Hobyo,SO,2021-10-05 21:09:48,5.3505,48.5268,78.78,85,3,18.9
222,Lorengau,PG,2021-10-05 21:01:18,-2.0226,147.2712,79.18,85,100,6.44
223,Paamiut,GL,2021-10-05 21:09:49,61.994,-49.6678,36.28,75,7,10.56
224,Urucara,BR,2021-10-05 21:05:13,-2.5364,-57.76,89.42,40,100,4.16
225,Khatanga,RU,2021-10-05 21:00:54,71.9667,102.5,29.34,98,100,8.72
226,Zhengjiatun,CN,2021-10-05 21:09:49,43.5064,123.5064,47.93,55,100,5.5
227,Lavrentiya,RU,2021-10-05 21:09:50,65.5833,-171.0,36.27,99,100,6.46
228,Shache,CN,2021-10-05 21:09:50,38.4167,77.2406,51.93,47,3,2.46
229,Bilibino,RU,2021-10-05 21:09:50,68.0546,166.4372,11.75,95,100,3.04
230,Pacifica,US,2021-10-05 21:09:51,37.6138,-122.4869,84.38,73,75,4.0
231,Havre-Saint-Pierre,CA,2021-10-05 21:09:51,50.2334,-63.5986,50.94,79,86,13.71
232,Hasaki,JP,2021-10-05 21:09:51,35.7333,140.8333,66.6,86,5,7.52
233,Ketchikan,US,2021-10-05 21:09:51,55.3422,-131.6461,48.67,57,1,11.5
234,Mana,GF,2021-10-05 21:09:52,5.6592,-53.7767,82.71,75,68,9.53
235,Hay River,CA,2021-10-05 21:09:52,60.8156,-115.7999,38.55,72,100,6.62
236,Imbituba,BR,2021-10-05 21:09:52,-28.24,-48.6703,65.82,69,82,3.18
237,Waingapu,ID,2021-10-05 21:05:09,-9.6567,120.2641,75.54,78,100,6.53
238,Dinguiraye,GN,2021-10-05 21:09:52,11.3,-10.7167,73.49,88,84,2.89
239,Ninotsminda,GE,2021-10-05 21:09:53,41.2646,43.5916,39.65,97,100,6.44
240,Payo,ID,2021-10-05 21:09:53,-3.7508,103.6372,69.76,96,96,2.59
241,Kaitangata,NZ,2021-10-05 21:05:07,-46.2817,169.8464,53.29,93,100,12.41
242,Inhambane,MZ,2021-10-05 21:09:53,-23.865,35.3833,70.84,88,11,8.34
243,Dao,PH,2021-10-05 21:09:54,11.3937,122.6856,73.74,96,100,1.88
244,Lebu,CL,2021-10-05 21:04:44,-37.6167,-73.65,51.12,69,0,24.2
245,Poya,NC,2021-10-05 21:09:54,-21.35,165.15,77.72,72,1,2.66
246,Kaeo,NZ,2021-10-05 21:09:54,-35.1,173.7833,66.33,92,100,5.57
247,Beringovskiy,RU,2021-10-05 21:09:54,63.05,179.3167,34.48,86,100,18.48
248,Kontagora,NG,2021-10-05 21:09:55,10.3999,5.4695,79.23,67,52,2.24
249,Itajuipe,BR,2021-10-05 21:09:55,-14.6781,-39.375,74.03,79,97,3.96
250,Jacareacanga,BR,2021-10-05 21:09:55,-6.2222,-57.7528,92.77,39,87,3.47
251,Vostok,RU,2021-10-05 21:09:56,46.4856,135.8833,28.56,86,0,4.65
252,Sola,VU,2021-10-05 21:04:41,-13.8833,167.55,79.93,77,35,6.46
253,Ahipara,NZ,2021-10-05 21:09:56,-35.1667,173.1667,64.36,81,99,7.94
254,Olafsvik,IS,2021-10-05 21:09:57,64.8945,-23.7142,40.32,71,97,14.85
255,Port Blair,IN,2021-10-05 21:03:35,11.6667,92.75,80.26,81,98,10.67
256,Mae Ramat,TH,2021-10-05 21:09:57,16.984,98.5166,72.19,99,32,0.16
257,Sao Filipe,CV,2021-10-05 21:06:42,14.8961,-24.4956,81.23,72,5,6.69
258,Berlevag,NO,2021-10-05 21:05:47,70.8578,29.0864,51.75,71,0,24.16
259,Havoysund,NO,2021-10-05 21:09:57,70.9963,24.6622,52.68,75,35,13.65
260,Rantauprapat,ID,2021-10-05 21:09:58,2.1,99.8333,72.46,93,100,2.3
261,Adrar,MR,2021-10-05 21:02:12,20.5022,-10.0711,91.74,11,0,8.93
262,Houma,US,2021-10-05 21:09:58,29.5958,-90.7195,84.2,73,4,5.1
263,Lumatil,PH,2021-10-05 21:09:58,5.8747,124.8883,79.07,77,98,3.15
264,Los Llanos De Aridane,ES,2021-10-05 21:09:59,28.6585,-17.9182,69.55,73,90,12.66
265,Lieksa,FI,2021-10-05 21:09:59,63.3167,30.0167,49.35,91,100,17.6
266,Menongue,AO,2021-10-05 21:10:00,-14.6585,17.691,67.73,64,87,8.08
267,Otane,NZ,2021-10-05 21:10:01,-39.8833,176.6333,58.39,93,100,5.23
268,Shingu,JP,2021-10-05 21:05:41,33.7333,135.9833,64.63,74,42,6.06
269,Fort Morgan,US,2021-10-05 21:10:01,40.2503,-103.8,87.8,10,1,9.22
270,Anadyr,RU,2021-10-05 21:10:01,64.75,177.4833,32.5,100,75,13.0
271,Piracaia,BR,2021-10-05 21:10:03,-23.0539,-46.3581,64.06,92,92,6.96
272,Asau,RO,2021-10-05 21:04:46,46.4333,26.4,43.75,65,0,1.12
273,Omboue,GA,2021-10-05 21:10:03,-1.5746,9.2618,76.64,86,100,9.33
274,Tateyama,JP,2021-10-05 21:10:05,34.9833,139.8667,71.62,78,80,8.77
275,Hondo,JP,2021-10-05 21:10:05,32.45,130.2,72.72,76,0,1.19
276,Nizhneudinsk,RU,2021-10-05 21:10:06,54.9076,99.0276,30.81,89,54,1.05
277,Havelock,US,2021-10-05 21:05:11,34.8791,-76.9013,82.96,68,40,3.0
278,Yanam,IN,2021-10-05 21:04:50,16.7333,82.2167,79.92,85,17,4.41
279,Dikson,RU,2021-10-05 21:04:02,73.5069,80.5464,36.27,96,99,18.52
280,Thaton,MM,2021-10-05 21:07:21,16.9206,97.3714,76.71,90,10,2.06
281,Nexo,DK,2021-10-05 21:10:07,55.0607,15.1306,57.29,93,100,20.02
282,Porto Novo,BJ,2021-10-05 21:07:07,6.4965,2.6036,78.37,87,99,6.44
283,Port Lincoln,AU,2021-10-05 21:04:09,-34.7333,135.8667,57.33,51,76,7.72
284,Livingston,GB,2021-10-05 21:09:37,55.9029,-3.5226,48.85,80,90,6.91
285,Atasu,KZ,2021-10-05 21:10:07,48.6814,71.6433,26.64,90,24,10.13
286,Buenos Aires,AR,2021-10-05 21:05:12,-34.6132,-58.3772,73.02,43,0,6.91
287,Villa Maria,AR,2021-10-05 21:10:07,-32.4075,-63.2402,76.82,28,0,15.28
288,Roald,NO,2021-10-05 21:10:08,62.5833,6.1333,54.34,87,75,6.91
289,Xinyu,CN,2021-10-05 21:10:08,27.8043,114.9334,70.74,90,0,4.32
290,Chaozhou,CN,2021-10-05 21:10:08,23.6651,116.6379,73.36,78,3,4.03
291,Pemangkat,ID,2021-10-05 21:10:09,1.1667,108.9667,79.9,82,100,9.37
292,Luan,CH,2021-10-05 21:10:09,46.3592,6.9759,48.36,88,97,1.01
293,Prince Rupert,CA,2021-10-05 21:00:38,54.3161,-130.3201,52.34,57,65,7.07
294,Camalu,MX,2021-10-05 21:10:10,30.85,-116.0667,78.42,64,5,11.23
295,Vanderhoof,CA,2021-10-05 21:10:10,54.0166,-124.0198,38.01,98,100,4.94
