City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
107,Nantucket,US,70.14,clear sky,41.2835,-70.0995,Jared Coffin House
108,Mogadishu,SO,78.08,broken clouds,2.0371,45.3438,Hotel Juba
109,Dutse,NG,92.95,few clouds,11.7594,9.3392,Central Mosque Galamawa
110,Yellowknife,CA,36.41,light rain,62.456,-114.3525,The Explorer Hotel
111,Manokwari,ID,80.04,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
112,Haines Junction,CA,31.3,overcast clouds,60.7522,-137.5108,Parkside Inn
113,Klyuchi,RU,39.29,overcast clouds,52.2667,79.1667,Vesolaya Mayovka
114,Belmonte,BR,84.7,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
115,Ribeira Grande,PT,73.8,few clouds,38.5167,-28.7,Quinta da Meia Eira
116,Porto Novo,BJ,84.02,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
117,Mae Sai,TH,75.43,few clouds,20.4335,99.8762,Piyaporn Hill Paradise Hotel
118,Cabo San Lucas,MX,91.71,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
119,Lehi,US,63.68,broken clouds,40.3916,-111.8508,Best Western Timpanogos Inn
121,Iqaluit,CA,40.69,overcast clouds,63.7506,-68.5145,Frobisher Inn
122,Malanje,AO,84.29,overcast clouds,-9.5402,16.341,Malanje Hotel
123,Kavaratti,IN,82.24,broken clouds,10.5669,72.642,Hotels in Lakshadweep Islands
124,Rusape,ZW,65.52,clear sky,-18.5278,32.1284,Surrey Lodge
125,Beruwala,LK,80.46,broken clouds,6.4788,79.9828,The Palms Hotel
126,Alice Springs,AU,67.55,clear sky,-23.7,133.8833,Desert Palms Alice Springs
127,Gornopravdinsk,RU,40.03,broken clouds,60.05,69.9,Burovik
128,Upernavik,GL,26.89,few clouds,72.7868,-56.1549,Gina's Guesthouse - Upernavik
129,Buchanan,LR,85.96,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
131,Lima,PE,64.38,broken clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
132,Bredasdorp,ZA,68.29,overcast clouds,-34.5322,20.0403,Bredasdorp Country Manor
133,Okha,RU,35.74,broken clouds,53.5739,142.9478,Империя
134,Fare,PF,77.85,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
135,Hithadhoo,MV,83.52,scattered clouds,-0.6,73.0833,Scoop Guest House
136,Bud,US,73.35,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
137,Hobyo,SO,78.51,broken clouds,5.3505,48.5268,Halane Hotel and Restaurent
138,Cacule,BR,95.52,clear sky,-14.5033,-42.2222,Radar Palace Hotel
139,Wodonga,AU,45.05,scattered clouds,-36.1167,146.8833,The Hume Inn Motel
140,Mahebourg,MU,73.26,light rain,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
141,Luanda,AO,75.4,few clouds,-8.8368,13.2343,Hotel Fórum
142,Zhezkazgan,KZ,38.26,clear sky,47.8043,67.7144,Hotel Zumrat
143,Panzhihua,CN,68.04,scattered clouds,26.5851,101.7128,Electric Power Hotel
144,Ashqelon,IL,81.41,clear sky,31.6693,34.5715,Leonardo Ashkelon
145,Karakol,KG,27.73,light snow,42.4907,78.3936,"Gostinitsa ""Al'tamira"""
146,Deqing,CN,75.16,light rain,30.5448,119.9599,Narada Boutique Hotel Huzhou Deqing
147,Trelew,AR,58.86,overcast clouds,-43.249,-65.3051,Hotel Touring Club
148,Kalmunai,LK,81.66,broken clouds,7.4167,81.8167,VS Villa
149,Butaritari,KI,82.42,broken clouds,3.0707,172.7902,Isles Sunset Lodge
150,Antonina,BR,69.62,overcast clouds,-25.4286,-48.7119,Hotel Capelista
151,Naples,IT,66.81,light rain,40.8333,14.25,Renaissance Naples Hotel Mediterraneo
152,Skibbereen,IE,60.6,overcast clouds,51.55,-9.2667,The West Cork Hotel
153,Chicama,PE,61.34,overcast clouds,-7.8447,-79.1469,Balihai Bungalows
154,Namibe,AO,68.49,scattered clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
155,Waterloo,CA,67.08,overcast clouds,43.4668,-80.5164,Comfort Inn
156,Oranjestad,AW,87.75,scattered clouds,12.524,-70.027,Divi Village Golf & Beach Resort
157,Las Vigas,MX,57.65,scattered clouds,19.6333,-97.0833,Cabañas La Peña
158,Ust-Nera,RU,21.63,overcast clouds,64.5667,143.2,Hotel Ust-Nera
159,Oneonta,US,70.11,clear sky,42.4529,-75.0638,Hampton Inn Oneonta
161,Klaksvik,FO,52.72,overcast clouds,62.2266,-6.589,Airbnb rooms
162,Poum,NC,74.17,overcast clouds,-20.2333,164.0167,Gîte kajeon
163,Bilibino,RU,-1.23,overcast clouds,68.0546,166.4372,Gostinitsa Severyanka
165,Barrow,US,33.82,overcast clouds,71.2906,-156.7887,King Eider Inn
166,Kitimat,CA,43.18,overcast clouds,54.0524,-128.6534,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
167,Port Hardy,CA,44.6,broken clouds,50.6996,-127.4199,Airport Inn
168,Bintulu,MY,77.41,scattered clouds,3.1667,113.0333,900 Boutique INN
169,Arlit,NE,96.96,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
170,Tefe,BR,87.91,light rain,-3.3542,-64.7114,Aracati Hotel
171,Labuhan,ID,80.04,scattered clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
172,Dedza,MW,70.5,clear sky,-14.3779,34.3332,Kapeleta Dedza Estates
173,Guaruja,BR,73.17,overcast clouds,-23.9931,-46.2564,Charme Hotel Guarujá
174,Puerto Baquerizo Moreno,EC,72.59,broken clouds,-0.9,-89.6,Hotel los Algarrobos
175,Sindal,DK,58.77,overcast clouds,57.4712,10.2031,Paradiset Bed & Breakfast
176,Sorland,NO,44.46,overcast clouds,67.667,12.6934,Sjybrygga fiskecamp
177,Geraldton,AU,52.21,broken clouds,-28.7667,114.6,Broadwater Mariner Resort
178,Bakchar,RU,40.33,overcast clouds,57.0186,82.0711,Kristina
179,Shuya,RU,41.29,clear sky,56.8487,41.3883,Grand Hotel Shuya
180,Port Hedland,AU,68.05,clear sky,-20.3167,118.5667,The Esplanade Hotel
181,Yarmouth,US,72.97,clear sky,41.7057,-70.2286,Blue Rock Resort
182,Thompson,CA,61.7,overcast clouds,55.7435,-97.8558,Burntwood Hotel
183,Ahipara,NZ,56.68,scattered clouds,-35.1667,173.1667,Ahipara Holiday Park
184,Saint-Philippe,RE,71.19,light rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
185,Olinda,BR,83.93,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
186,Komsomolskiy,UZ,57.92,light rain,40.4272,71.7189,Ikathouse
187,Shimoda,JP,71.71,broken clouds,34.6667,138.95,Shimoda Tokyu Hotel
188,Deulgaon Raja,IN,77.36,broken clouds,20.0167,76.0333,Hotel YOGIRAJ LODGING & BOARDIING
189,Kabare,CD,66.54,scattered clouds,-2.4683,28.8242,Hôtel Panorama
190,Koumac,NC,71.55,broken clouds,-20.5667,164.2833,Le Monitel
191,Tharad,IN,88.66,broken clouds,24.3961,71.6267,Shree Nandan Couriyar Service
192,Maceio,BR,89.04,broken clouds,-9.6658,-35.7353,Poutur Pousada
193,Hovd,MN,30.99,clear sky,48.0056,91.6419,Hotel Khovd
195,Gararu,BR,93.43,overcast clouds,-9.9675,-37.0833,Pousada e Chácara Paraíso
196,Launceston,AU,45.61,scattered clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
197,Eskil,TR,59.54,clear sky,38.4017,33.4131,Eskil Öğretmen Evi
198,Borova,UA,49.33,few clouds,50.1763,30.1043,"Villa ""Stuhna"""
199,Steinbach,DE,60.87,few clouds,50.1667,8.5667,Mercure Hotel Frankfurt Eschborn Helfmann Park
200,Severo-Yeniseyskiy,RU,31.08,light snow,60.3725,93.0408,Aktolik
202,Sheridan,US,62.98,clear sky,44.8333,-106.9173,Comfort Inn & Suites
203,Christchurch,NZ,53.94,scattered clouds,-43.5333,172.6333,The George
204,Baie-Saint-Paul,CA,71.73,broken clouds,47.4411,-70.4986,Hôtel Baie-Saint-Paul
205,Yar-Sale,RU,43.21,overcast clouds,66.8333,70.8333,Yalemd
207,Mount Pleasant,US,83.17,broken clouds,32.7941,-79.8626,Best Western Patriots Point
208,Uhlove,UA,52.57,few clouds,44.8215,33.6045,Tavryda
210,Trinidad,BO,91.38,broken clouds,-14.8333,-64.9,Hotel Piesta
211,Mount Gambier,AU,42.62,overcast clouds,-37.8333,140.7667,The Commodore
212,Faanui,PF,78.1,few clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
213,Nyurba,RU,33.62,overcast clouds,63.2842,118.3319,Gostinitsa Alrosa
214,Paamiut,GL,36.64,clear sky,61.994,-49.6678,Hotel Ivaana
215,Atbasar,KZ,38.97,broken clouds,51.8,68.3333,Гостиничный Комплекс Saad
216,Diego De Almagro,CL,75.34,broken clouds,-26.3667,-70.05,hotel luna del desierto
217,Katsuura,JP,74.1,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
219,Axim,GH,81.52,light rain,4.8699,-2.2405,Axim Beach Resort And Spa
220,General Pico,AR,65.1,clear sky,-35.6566,-63.7568,Euskadi Hotel
221,Talcahuano,CL,56.88,few clouds,-36.7167,-73.1167,departamento comodo
222,Najran,SA,83.05,clear sky,17.4924,44.1277,محمد هادي ال فطيح
223,Inhambane,MZ,73.38,scattered clouds,-23.865,35.3833,Oceano
224,Coquimbo,CL,58.73,overcast clouds,-29.9533,-71.3436,Punto de encuentro
226,Radhanpur,IN,89.76,scattered clouds,23.8333,71.6,YASH HOTEL
227,Palimbang,PH,80.04,overcast clouds,6.2106,124.1894,Felmar Beach resort
229,Kaeo,NZ,54.32,broken clouds,-35.1,173.7833,Bushido Lodge
230,Richards Bay,ZA,67.91,broken clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
231,Tooele,US,62.89,scattered clouds,40.5308,-112.2983,"Holiday Inn Express & Suites Tooele, an IHG Hotel"
232,Artur Nogueira,BR,76.39,overcast clouds,-22.5731,-47.1725,Novo Hotel
233,Salima,MW,85.64,clear sky,-13.7804,34.4587,YAMIKANI LODGE
235,Dunedin,NZ,52.45,light rain,-45.8742,170.5036,Scenic Hotel Southern Cross
236,Imbituba,BR,67.89,overcast clouds,-28.24,-48.6703,Praia Hotel Imbituba
237,San Ramon,US,60.17,clear sky,37.7799,-121.978,San Ramon Marriott
238,Ballangen,NO,42.4,broken clouds,68.3428,16.8315,Ballangen Camping
239,Vitim,RU,34.23,light rain,59.4511,112.5578,Uyut
240,Rio Grande,BR,62.94,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
241,Kurayoshi,JP,66.02,clear sky,35.4333,133.8167,Hotel Ark 21
242,Berlevag,NO,39.2,overcast clouds,70.8578,29.0864,Kvitbrakka
244,Sydney,AU,61.9,broken clouds,-33.8679,151.2073,The Grace Sydney
245,Korla,CN,50.88,overcast clouds,41.7597,86.1469,Gulisitan Hotel
246,Te Anau,NZ,49.35,overcast clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
247,Kapit,MY,75.61,few clouds,2.0167,112.9333,Hotel Meligai Kapit
250,Sokoto,NG,97.81,overcast clouds,13.0609,5.239,Shukura Coral Hotel
251,Cap Malheureux,MU,73.89,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
252,Maldonado,UY,53.22,clear sky,-34.6667,-54.9167,La Cimarrona
253,Puerto Colombia,CO,89.69,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
254,Esperance,AU,56.79,scattered clouds,-33.8667,121.9,Hospitality Esperance
255,Sao Jose Da Coroa Grande,BR,81.43,overcast clouds,-8.8978,-35.1478,Crôa Mares Hotel
256,Puerto Palomas,MX,70.93,broken clouds,31.7667,-107.6167,Hotel San Carlos
257,Vao,NC,68.54,scattered clouds,-22.6667,167.4833,Hotel Kou-Bugny
259,Narsaq,GL,48.42,clear sky,60.9167,-46.05,Narsaq Kayak Hostel
260,San Angelo,US,86.29,clear sky,31.4638,-100.437,"Motel 6 San Angelo, TX"
261,Rorvik,NO,48.18,overcast clouds,64.8621,11.2373,Kysthotellet Rørvik AS
263,Baoqing,CN,45.61,broken clouds,46.3317,132.2111,Baoqing Hotel
264,Bernalillo,US,73.26,broken clouds,35.05,-106.6673,DoubleTree by Hilton Hotel Albuquerque
265,Bloemhof,ZA,64.53,moderate rain,-27.6469,25.607,Victory Towers
267,Novyy Urengoy,RU,42.57,light rain,66.0833,76.6333,Apartments Moy Dom na Gubkina
268,Senneterre,CA,64.62,few clouds,48.3835,-77.2328,Motel Senabi
269,Sao Miguel Do Araguaia,BR,104.4,clear sky,-13.275,-50.1628,Hotel Executivo Palace
270,Fort Nelson,CA,32.09,few clouds,58.8053,-122.7002,The Fort Nelson Hotel
272,Alugan,PH,77.77,overcast clouds,12.2188,125.4808,JM Lodge
273,Lujiang,CN,60.85,overcast clouds,31.2581,117.2817,GreenTree Inn Hefei Lujiang County Jinjie 1 Express Hotel
274,Waipawa,NZ,55.02,moderate rain,-41.4122,175.5153,Tora Coastal Walk
275,Codrington,AU,43.83,overcast clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
276,Dickinson,US,85.19,clear sky,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
278,Hasaki,JP,70.29,overcast clouds,35.7333,140.8333,Hotel Sunrise Choshi
279,Lengshuitan,CN,67.01,overcast clouds,26.4111,111.5956,Jialong Hotel
280,Salinas,US,60.21,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
281,Kahului,US,76.84,few clouds,20.8947,-156.47,Maui Seaside Hotel
282,Gazojak,TM,52.79,overcast clouds,41.1875,61.4036,In gowy adamlaryñ yaśayan oyi
283,Aklavik,CA,20.43,clear sky,68.2191,-135.0107,Aklavik Inn
284,Vredendal,ZA,65.97,clear sky,-31.6683,18.5012,Tharrakamma Guest House
285,Nador,MA,71.85,few clouds,35.174,-2.9287,Hôtel La Giralda
286,Muros,ES,81.68,broken clouds,42.7762,-9.0603,Apartment Av. Castelao
287,Prado,BR,81.23,few clouds,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
289,Burnie,AU,46.94,broken clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
290,Sao Filipe,CV,80.53,few clouds,14.8961,-24.4956,Hotel Xaguate
291,Kirakira,SB,78.66,overcast clouds,-10.4544,161.9205,SanBiz Lodge
292,Piacabucu,BR,82.96,overcast clouds,-10.4056,-36.4344,Piaçabuçu News
293,Kanchanaburi,TH,75.65,light rain,14.6333,99.1,แพบุญศรี
294,Hecun,CN,54.88,light rain,36.5333,114.1111,Yijia Hotel
295,Khatanga,RU,11.43,overcast clouds,71.9667,102.5,"Gostinitsa ""Zapolyar'ye"""
296,La Asuncion,VE,87.53,clear sky,11.0333,-63.8628,Colinas de Matasiete
297,Mercedes,AR,63.79,clear sky,-34.6515,-59.4307,Posada del Inti Centro
298,Dumas,US,76.66,clear sky,35.8656,-101.9732,"Holiday Inn Express & Suites Dumas, an IHG Hotel"
299,Sao Joao Da Barra,BR,84.29,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
300,San Isidro,PE,65.5,broken clouds,-12.1167,-77.05,Soul Mate-Inn
301,Sakakah,SA,87.37,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
302,Ilulissat,GL,28.42,few clouds,69.2167,-51.1,Hotel Arctic
303,Madang,PG,75.52,scattered clouds,-5.2246,145.7966,Comfort Inn Hotel
304,Talnakh,RU,35.46,moderate rain,69.4865,88.3972,Talnakh Hotel
305,Zeya,RU,29.21,broken clouds,53.75,127.2667,Kapital Inn
306,Pitimbu,BR,88.39,overcast clouds,-7.4706,-34.8086,Reserva do Abiaí
308,Grand Gaube,MU,73.38,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
309,Rovaniemi,FI,38.61,broken clouds,66.5,25.7167,Arctic City Hotel
310,Midland,US,86.05,clear sky,31.9974,-102.0779,DoubleTree by Hilton Hotel Midland Plaza
311,Bengkulu,ID,75.94,light rain,-3.8004,102.2655,Grage Hotel Bengkulu
313,Tual,ID,81.52,broken clouds,-5.6667,132.75,Grand Vilia Hotel
314,Kruisfontein,ZA,72.88,overcast clouds,-34.0033,24.7314,Oyster Bay House Rental
315,Nizwa,OM,90.36,clear sky,22.9333,57.5333,Orient Apartments
316,Pevek,RU,25.41,overcast clouds,69.7008,170.3133,Severnoye Zoloto
317,Alenquer,BR,89.94,scattered clouds,-1.9417,-54.7383,Josilene Castro
318,Hambantota,LK,80.78,broken clouds,6.1241,81.1185,Bungalow 63
320,Coahuayana,MX,87.28,few clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
321,Cuamba,MZ,80.64,clear sky,-14.8031,36.5372,Hotel Vision
322,Homer,US,46.8,few clouds,59.6425,-151.5483,Beluga Lake Lodge
323,Touros,BR,88.7,broken clouds,-5.1989,-35.4608,INN NEW HORIZON
324,Panorama,GR,63.99,scattered clouds,40.5878,23.0315,Panorama Hotel
325,Jalu,LY,82.06,clear sky,29.0331,21.5482,صاحبة الفخامة
326,Silvan,TR,64.69,clear sky,38.1419,41.0081,Silvan Grand Otel
327,San Carlos De Bariloche,AR,55.15,clear sky,-41.1456,-71.3082,Hotel Patagonia
328,Severo-Kurilsk,RU,44.04,few clouds,50.6789,156.125,Kak Doma
329,Khandbari,NP,69.93,scattered clouds,27.3747,87.2039,Sainik Hotel And Lodge
331,Westport,US,74.35,scattered clouds,41.1415,-73.3579,The Westport Inn
332,Inuvik,CA,27.46,few clouds,68.3499,-133.7218,Nova Inn Inuvik
333,Terekli-Mekteb,RU,50.61,overcast clouds,44.1671,45.8698,"Gostevoy Dvor ""U Gul'zary"""
334,Spasskoye,RU,44.13,clear sky,44.6108,132.7969,Garmonist
335,Middleton,GB,67.91,overcast clouds,53.55,-2.2,kenntoss home
336,Selma,US,65.59,clear sky,36.5708,-119.6121,"Holiday Inn Selma-Swancourt, an IHG Hotel"
337,Vila Franca Do Campo,PT,73.2,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
338,Yining,CN,65.26,broken clouds,29.0361,114.5636,Xiushui Hotel
339,Inta,RU,46.44,overcast clouds,66.0317,60.1659,Apartments in Inta city
340,Maroon Town,JM,84.6,moderate rain,18.3446,-77.7954,Traveler's Rest @ Maroon Town
341,Anqing,CN,64.96,overcast clouds,30.5092,117.0506,Hongtian Hotel
342,Livingston,GB,63.84,overcast clouds,55.9029,-3.5226,"Premier Inn Livingston (M8, Jct3) hotel"
343,Puerto Madero,MX,88.0,broken clouds,14.7208,-92.4215,Hotel La Central
344,Kloulklubed,PW,82.9,heavy intensity rain,7.0419,134.2556,Storyboard Beach Resort
345,Gwadar,PK,82.0,clear sky,25.1216,62.3254,Sadaf Resort
346,Omboue,GA,78.13,overcast clouds,-1.5746,9.2618,Hotel Olako
