City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
347,College,US,35.58,light rain,64.8569,-147.8028,Pike's Waterfront Lodge
348,Jackson,US,47.44,broken clouds,42.4165,-122.8345,Agate Village Apartments
349,Joshimath,IN,63.88,scattered clouds,30.5667,79.5667,Shivalik Camps & Resort
350,Iranshahr,IR,91.74,clear sky,27.2025,60.6848,نیک سرشت
351,Buala,SB,80.08,scattered clouds,-8.145,159.5921,Maringe Lagoon Lodge
352,Hvide Sande,DK,57.99,overcast clouds,56.0045,8.1294,Hvide Sande Hotel
353,Fairbanks,US,35.6,light rain,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
354,Matay,EG,82.09,clear sky,28.419,30.7792,Nag Aespen
355,Narasannapeta,IN,80.38,clear sky,18.4167,84.05,G.lingaraju home
356,Kavieng,PG,80.82,few clouds,-2.5744,150.7967,Nusa Island Retreat
357,Mackay,AU,72.68,few clouds,-21.15,149.2,International Lodge Motel
358,Shelburne,CA,64.6,scattered clouds,44.0787,-80.2041,The Retreat at the Farm
359,San Quintin,MX,67.37,overcast clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
360,Ancud,CL,56.73,clear sky,-41.8697,-73.8203,Hotel Arena Gruesa
362,Qaanaaq,GL,19.49,scattered clouds,77.484,-69.3632,Qaanaaq Hotel
364,Emerald,AU,68.99,clear sky,-23.5333,148.1667,The Irish Village
365,Rio Verde De Mato Grosso,BR,91.63,overcast clouds,-18.9181,-54.8442,Hotel Valência
366,Baglung,NP,67.23,scattered clouds,28.2719,83.5898,"Hotel Peace Palace, Baglung, Nepal"
367,Moyo,UG,67.23,moderate rain,3.6609,31.7247,Amelia Guest House
368,Yulara,AU,67.84,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
369,Bafra,TR,62.82,broken clouds,41.5678,35.9069,Sevgi Otel
370,San Pedro,PH,81.63,haze,14.35,121.0167,Villa Veronica Resort Private Pool
371,Dinslaken,DE,62.11,scattered clouds,51.5667,6.7333,Art Inn Hotel Dinslaken
372,Rio Gallegos,AR,53.65,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
373,Kristiansund,NO,53.65,broken clouds,63.1115,7.732,Thon Hotels Storgata
374,Lagoa,PT,69.28,few clouds,39.05,-27.9833,Casa Das Faias
375,Cabedelo,BR,88.47,overcast clouds,-6.9811,-34.8339,Hotel Pigalle
376,Honiara,SB,77.77,scattered clouds,-9.4333,159.95,Heritage Park Hotel
377,Vanimo,PG,76.75,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
378,Padang,ID,75.25,light rain,-0.9492,100.3543,Mercure Padang
379,Constitucion,CL,60.13,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
380,Necochea,AR,60.04,clear sky,-38.5473,-58.7368,dyd -mar Hotel
381,Kokoda,PG,74.1,broken clouds,-8.8785,147.7407,Daito Guest House
382,Lufilufi,WS,76.78,light rain,-13.8745,-171.5986,Leuaina Beach Resort and Spa
383,Tambun,ID,84.49,broken clouds,-6.2641,107.0712,Metland Hotel Bekasi
384,Young,UY,63.23,clear sky,-32.6833,-57.6333,Posada Gira el Sol
385,Leningradskiy,RU,23.16,overcast clouds,69.3833,178.4167,Gostinitsa
386,Gardone Val Trompia,IT,63.03,broken clouds,45.6942,10.187,LaCasaRitrovata - BAR - B&B - Edicola - Tabacchi
387,Pangnirtung,CA,35.6,broken clouds,66.1451,-65.7125,Kilabuk Lodge
388,Los Llanos De Aridane,ES,74.12,volcanic ash,28.6585,-17.9182,Valle Aridane
389,Ketchikan,US,46.38,moderate rain,55.3422,-131.6461,Snow's Cove Lodge
390,Zheleznodorozhnyy,RU,48.61,clear sky,55.7503,38.0042,Hotel Dali
391,Zhigansk,RU,30.31,snow,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
393,Saint-Joseph,RE,70.18,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
394,The Valley,AI,89.46,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
395,Charlottesville,US,72.12,overcast clouds,38.0293,-78.4767,Hampton Inn & Suites Charlottesville-At The University
396,Canosa Di Puglia,IT,68.58,broken clouds,41.2196,16.0675,Hotel Canusium
397,Olafsvik,IS,45.97,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
398,Mayo,US,76.26,clear sky,38.8876,-76.5119,Resorts Resource Group International
399,Bratsk,RU,32.49,overcast clouds,56.1325,101.6142,"Gostinitsa ""Shvedka"""
400,Goderich,CA,71.91,broken clouds,43.7501,-81.7165,Harmony Inn
401,Mogok,MM,65.61,few clouds,22.9167,96.5,MOGOK HILL HOTEL
402,Sibolga,ID,76.77,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
404,Tateyama,JP,74.01,mist,34.9833,139.8667,Tateyama Seaside Hotel
405,Pacific Grove,US,58.8,broken clouds,36.6177,-121.9166,Lovers Point Inn
406,Lensk,RU,33.35,light snow,60.7253,114.9278,ТинОрС
407,Takestan,IR,55.53,few clouds,36.0696,49.6959,baghdadi hotelهتل و رستوران بغدادی
409,Viedma,AR,65.82,clear sky,-40.8135,-62.9967,Hotel Cristal
410,Mulege,MX,86.58,scattered clouds,26.8833,-111.9833,Casa Granada
411,Wiwili,NI,79.66,light rain,13.6268,-85.8254,Hospedaje gladita
412,Dali,CN,62.46,broken clouds,25.7,100.1833,Dali Travelling With Hostel
413,Buluang,PH,77.14,overcast clouds,13.3068,123.3425,Enon Beach Resort
414,Kulhudhuffushi,MV,81.77,few clouds,6.6221,73.07,Hondaafushi Island Resort
415,Kindu,CD,78.3,light rain,-2.95,25.95,Résidence Okanda
417,Broome,US,73.81,overcast clouds,42.2506,-75.833,Chenango Valley State Park
418,Sampit,ID,73.6,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
419,Mackenzie,CA,34.02,clear sky,55.2999,-123.1698,Hilton Shop
420,Kirovskiy,RU,44.2,few clouds,45.0917,133.5136,"Uyut, Gostinitsa"
421,Marystown,CA,57.85,broken clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
422,Khandyga,RU,22.91,broken clouds,62.6667,135.6,Apel'sin
423,Dwarka,IN,83.23,scattered clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
424,Quatre Cocos,MU,73.09,scattered clouds,-20.2078,57.7625,Sunrise Attitude Hotel
425,Coihaique,CL,57.81,few clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
426,San Rafael,AR,64.22,clear sky,-34.6177,-68.3301,Hotel San Rafael
427,Snezhnogorsk,RU,35.38,overcast clouds,69.1933,33.2531,Severnoye Siyaniye
428,Batemans Bay,AU,57.09,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
429,Cidreira,BR,63.84,scattered clouds,-30.1811,-50.2056,Hotel Castelo
430,Lorengau,PG,79.77,scattered clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
432,Jumla,NP,57.24,broken clouds,29.2747,82.1838,"अन्नी घर, जुम्ला - Anni Ghar"
433,Okato,NZ,56.43,overcast clouds,-39.2,173.8833,Goodin Country Garden
434,Bulancak,TR,62.42,broken clouds,40.9372,38.2291,Başoğlu Bulancak Otel
435,Allada,BJ,83.16,light rain,6.6655,2.1514,Royaume hotel d' Allada
437,Riyadh,SA,91.54,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
439,Maragogi,BR,81.59,overcast clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
440,Ixtapa,MX,84.22,clear sky,20.7,-105.2,Hotel Plaza Providencia
441,Mayumba,GA,77.36,overcast clouds,-3.432,10.6554,LIKWALE LODGE
442,Naze,JP,76.64,broken clouds,28.3667,129.4833,オーベルジュ・アガルイ
443,Lukovetskiy,RU,55.38,light rain,64.2956,41.9211,Gostinitsa
444,Odienne,CI,88.03,overcast clouds,9.51,-7.5692,Oustaz Vame DIAKITE
445,Voznesenskoye,RU,41.25,clear sky,54.89,42.7569,"Gostinitsa Mup ""Vstrecha"""
446,Tsiroanomandidy,MG,73.81,clear sky,-18.7667,46.0333,Hotel du Bongolave
447,Lasa,IT,58.91,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
448,San Policarpo,PH,77.95,overcast clouds,12.1791,125.5072,Agapita M. Nicart
449,Rocha,UY,56.41,clear sky,-34.4833,-54.3333,Beleza Pura B&B
450,Monte Alegre De Sergipe,BR,92.84,broken clouds,-10.0272,-37.5622,Pousada Sebastiana
451,Vila,PT,72.34,clear sky,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
452,Oeiras,BR,104.02,broken clouds,-7.0253,-42.1311,Hotel SESC Oeiras
453,Hunchun,CN,43.36,few clouds,42.8675,130.3581,International Hotel
454,Kusti,SD,94.73,broken clouds,13.1629,32.6635,فندق الكوباري - Kobari Hotel
455,Mwanza,TZ,77.94,clear sky,-2.5167,32.9,Gold Crest Hotel
456,Hirara,JP,82.8,scattered clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
457,Korocha,RU,45.32,few clouds,50.8107,37.1953,Dubravushka
458,Nouakchott,MR,85.93,broken clouds,18.0858,-15.9785,HOTEL IMAN فندق إيمان
459,Kozulka,UA,52.09,clear sky,50.0351,23.797,Charivni Ozera
460,Sisimiut,GL,35.53,few clouds,66.9395,-53.6735,Hotel Sisimiut
461,Turukhansk,RU,38.71,light rain,65.8167,87.9833,"ООО ""Туруханская пушнина"""
462,Ternate,ID,81.52,broken clouds,0.8,127.4,Grand Dafam Bela Ternate
464,Oshnaviyeh,IR,46.65,clear sky,37.0397,45.0983,Aram Qurbani
466,Raha,IN,76.06,few clouds,26.2333,92.5167,"Greedy, Brainless Rent House ( অহংকাৰী, প‌ইচাখকুৱা ভাড়াঘৰ)"
467,Salalah,OM,80.69,scattered clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
468,Campbellsville,US,76.14,overcast clouds,37.3434,-85.3419,"Holiday Inn Express Campbellsville, an IHG Hotel"
469,Torrington,US,73.06,clear sky,41.8007,-73.1212,The Yankee Pedlar Inn
471,Florida,US,91.04,clear sky,28.7505,-82.5001,Sportsmens Cove
472,Lucea,JM,89.85,scattered clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
474,Souillac,MU,73.36,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
475,Doha,QA,91.71,clear sky,25.2867,51.5333,Movenpick Hotel Doha
476,Ucluelet,CA,48.09,clear sky,48.9329,-125.5528,Black Rock Oceanfront Resort
477,Nishihara,JP,80.26,light rain,26.1842,127.7558,Minshuku Agaihama
478,Guozhen,CN,54.52,broken clouds,34.3659,107.359,Yucai Hotel
479,Marrakesh,MA,93.27,clear sky,31.6315,-8.0083,Novotel Marrakech Hivernage
480,Izberbash,RU,53.1,overcast clouds,42.5696,47.8645,Ramina
481,Balkhash,KZ,42.64,clear sky,46.844,74.9804,Family
482,Samana,DO,84.42,scattered clouds,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
483,Keti Bandar,PK,83.03,overcast clouds,24.1447,67.4497,Haji laloo memon house
484,Pedasi,PA,82.53,overcast clouds,7.5333,-80.0333,Selina Pedasi
485,Darnah,LY,73.62,clear sky,32.767,22.6367,فندق الفردوس
486,Toamasina,MG,71.6,moderate rain,-18.1667,49.3833,Hotel H1
487,Sola,VU,80.47,few clouds,-13.8833,167.55,Leumerus Bungalows
488,Khetia,IN,83.55,scattered clouds,21.6667,74.5833,Mastana Hotel
489,Bellevue,US,50.59,overcast clouds,47.6104,-122.2007,The Westin Bellevue
490,Laguna,US,64.45,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
491,Ambulu,ID,73.45,scattered clouds,-8.345,113.6058,Hotel Ambulu Jember
492,Kizlyar,RU,50.49,broken clouds,43.8469,46.715,Napoli Hotel
493,Baruun-Urt,MN,43.95,overcast clouds,46.6806,113.2792,Ахмадын амралт сувилал
494,Half Moon Bay,US,61.05,haze,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
495,Pontes E Lacerda,BR,94.32,broken clouds,-15.2261,-59.3353,Hotel Bressan
496,Pangody,RU,42.94,light rain,65.85,74.4859,Elizaveta Shevchuk's House
497,Dalby,AU,58.98,overcast clouds,-27.1833,151.2667,Kobbers Motor Inn Dalby
498,Nambucca Heads,AU,63.0,broken clouds,-30.65,153.0,Marcel Towers Holiday Apartments
499,Valkeakoski,FI,54.27,overcast clouds,61.2642,24.0312,Hotel Waltikka
500,Chapais,CA,64.18,broken clouds,49.7834,-74.8492,Hôtel Opémiska
501,Utica,US,71.65,clear sky,43.1009,-75.2327,Days Inn by Wyndham Utica
502,Gua Musang,MY,74.64,overcast clouds,4.8823,101.9644,Mines Inn Hotel
503,Guaira,BR,89.33,overcast clouds,-20.3183,-48.3106,Hotel do Lago
505,Olga,RU,43.21,few clouds,43.7444,135.2892,Gostinitsa Rosmorport.
506,San Luis,AR,67.71,clear sky,-33.295,-66.3356,Huarpes Hotel
507,Nacala,MZ,75.96,clear sky,-14.5428,40.6728,Nacala Plaza Business Design Hotel
508,Atasu,KZ,35.62,clear sky,48.6814,71.6433,Dostyk
509,Laukaa,RU,46.36,clear sky,58.7372,29.8453,U Lysoy Gory Hotel
510,Along,IN,71.78,clear sky,28.1667,94.7667,Hotel West
511,Cozumel,MX,84.99,overcast clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
512,San Juan,AR,77.72,clear sky,-31.5375,-68.5364,Hotel Provincial
513,Mount Isa,AU,76.77,light rain,-20.7333,139.5,ibis Styles Mt Isa Verona
514,Loviisa,FI,51.03,overcast clouds,60.4566,26.2251,Loviisa Camping
515,Xai-Xai,MZ,70.03,broken clouds,-25.0519,33.6442,Complexo da Familia
516,Killybegs,IE,62.46,overcast clouds,54.6333,-8.45,Tara Hotel
517,Carlyle,US,72.1,overcast clouds,38.6103,-89.3726,Mariner's Village at Carlyle Lake
518,Baraboo,US,66.27,overcast clouds,43.4711,-89.7443,Thunderbird Motor Inn
519,Morondava,MG,76.08,clear sky,-20.2833,44.2833,La Case Bambou
520,Otane,NZ,56.01,overcast clouds,-39.8833,176.6333,Ludlow Farmstay
521,Grindavik,IS,46.9,heavy intensity rain,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
522,Santa Cruz,BO,83.66,moderate rain,-17.8,-63.1667,Aviador Hotel Boutique
523,Limon,CR,78.69,broken clouds,10.0,-83.0333,Hotel Playa Bonita
524,Chifeng,CN,48.07,clear sky,42.2683,118.9636,Junyu Tiancheng Hotel
525,Novobessergenevka,RU,53.24,scattered clouds,47.1847,38.8462,Life inn
527,Brewster,US,73.06,broken clouds,41.3973,-73.6171,Heidi's Inn
528,Gat,IL,81.39,clear sky,31.61,34.7642,OlusHome
529,Luwuk,ID,76.28,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
530,Nuuk,GL,36.21,few clouds,64.1835,-51.7216,Vandrehuset
531,Haifa,IL,77.94,clear sky,32.8156,34.9892,Dan Panorama Haifa Hotel
532,Cookeville,US,75.65,scattered clouds,36.1628,-85.5016,La Quinta Inn & Suites by Wyndham Cookeville
533,Hamilton,US,72.25,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
534,Galveston,US,85.19,clear sky,29.3669,-94.9669,Comfort Inn & Suites Texas City
535,Warrnambool,AU,46.38,broken clouds,-38.3833,142.4833,Lady Bay Resort
536,Bambanglipuro,ID,74.8,scattered clouds,-7.95,110.2833,Puri Brata
537,Pathein,MM,78.78,overcast clouds,16.7833,94.7333,New Pammawaddy Hotel
538,Rosario Do Sul,BR,63.28,broken clouds,-30.2583,-54.9142,Hotel Areias Brancas
539,Hailey,US,46.9,overcast clouds,43.5196,-114.3153,Wood River Inn & Suites
540,Kargasok,RU,40.26,overcast clouds,59.0556,80.8572,Hotel Kargasok
541,Voghera,IT,70.45,broken clouds,44.9947,9.0086,Emilia B&B
542,Kupiskis,LT,44.91,overcast clouds,55.8333,24.9667,Inapo sodybą
543,Kununurra,AU,78.78,overcast clouds,-15.7667,128.7333,Hotel Kununurra
544,Borzya,RU,37.31,few clouds,50.3833,116.5167,Tikhiy
545,Bangangte,CM,67.78,moderate rain,5.1409,10.5198,Hôtel Cristal Foua Ndigong
546,Harper,LR,80.62,light rain,4.375,-7.7169,Screensaver
547,Notse,TG,85.35,light rain,6.95,1.1667,Le Berceau
548,Mecca,SA,91.13,few clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
549,Bone,DE,62.26,clear sky,51.9669,12.1396,Sporthotel Wallwitz
550,Norman Wells,CA,23.04,fog,65.282,-126.8329,Heritage Hotel
551,Baracoa,CU,84.81,scattered clouds,20.3467,-74.4958,Hostal Rio Miel
552,Tura,IN,74.43,few clouds,25.5198,90.2201,Hotel RIKMAN Continental
553,Guerrero Negro,MX,71.71,overcast clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
554,Kathu,TH,81.7,moderate rain,7.9178,98.3332,Novotel Phuket Resort
555,Alofi,NU,77.54,scattered clouds,-19.0595,-169.9187,Taloa Heights
556,Fayaoue,NC,71.67,clear sky,-20.65,166.5333,Chez Dydyce Guesthouse
557,Jacareacanga,BR,100.96,broken clouds,-6.2222,-57.7528,Casa do Ian😎
558,Bathsheba,BB,84.81,broken clouds,13.2167,-59.5167,Atlantis Hotel
559,Kenai,US,43.03,scattered clouds,60.5544,-151.2583,Aspen Extended Stay Suites
560,Wonthaggi,AU,48.7,scattered clouds,-38.6044,145.5913,Wonthaggi Caravans & Trailers
561,Caibarien,CU,88.92,broken clouds,22.5206,-79.4669,La Nena
562,Naguabo,PR,91.63,overcast clouds,18.2116,-65.7349,Rodríguez Apartments & Doña Ana Resorts
563,Oliveira Dos Brejinhos,BR,101.03,few clouds,-12.3169,-42.8961,Hotel Paraiso
564,Tazovskiy,RU,41.63,overcast clouds,67.4667,78.7,TazHostel
565,Vestmannaeyjar,IS,49.19,overcast clouds,63.4427,-20.2734,Glamping & Camping
566,Beidao,CN,52.38,clear sky,34.5686,105.8933,Shell Tianshui Maiji District Erma Road Walking Street Hotel
567,Iraquara,BR,92.26,clear sky,-12.2486,-41.6194,Pousada E Restaurante MKE
568,Bandar-E Lengeh,IR,89.71,clear sky,26.5579,54.8807,کافی نت پارس
569,Victor Harbor,AU,49.46,few clouds,-35.5667,138.6167,McCracken Country Club
570,Nhulunbuy,AU,74.01,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
571,Balsas,BR,102.34,few clouds,-7.5325,-46.0356,Novo Hotel
572,Kutum,SD,86.83,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
573,Puerto Escondido,MX,88.63,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa
574,San Ramon De La Nueva Oran,AR,81.43,broken clouds,-23.1322,-64.326,Hotel Residencial Centro
575,Boldumsaz,TM,50.05,overcast clouds,42.1282,59.671,Guwanc atamedow koce
576,Novopavlovka,RU,37.74,overcast clouds,51.2172,109.2091,Vizit
577,Atar,MR,106.39,overcast clouds,20.5169,-13.0499,Oumou Elghoura
579,Taksimo,RU,29.52,overcast clouds,56.3444,114.8794,"Gostinitsa ""Viktoriya"""
580,Havre-Saint-Pierre,CA,48.11,overcast clouds,50.2334,-63.5986,Auberge Niapiskau
581,Margate,GB,63.95,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
582,Bar Harbor,US,72.34,clear sky,44.3876,-68.2039,Atlantic Oceanside Hotel & Event Center
583,Bowen,AU,73.6,clear sky,-20.0167,148.2333,Castle Motor Lodge Motel
584,Cedar Rapids,US,71.11,mist,42.0083,-91.6441,DoubleTree by Hilton Hotel Cedar Rapids Convention Complex
585,Kankon,IN,80.35,overcast clouds,15.0167,74.0167,Palolem Beach Resort
586,Ngaoundere,CM,72.18,light rain,7.3167,13.5833,Hotel Mentong Palace
587,Cartagena Del Chaira,CO,82.09,overcast clouds,1.3349,-74.8429,HOTEL LA ROCA
588,Matara,LK,79.02,light rain,5.9485,80.5353,Amaloh Boutique Resort
589,Amahai,ID,75.16,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
590,Kailua,US,77.02,broken clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
591,Nagato,JP,71.2,clear sky,34.3833,131.2,いそう庵
592,Ilam,NP,67.78,broken clouds,26.9167,87.9167,चियाबारी कटेज
593,Mitchell,US,68.74,clear sky,43.7094,-98.0298,Kelly Inn & Suites
594,Taree,AU,63.34,overcast clouds,-31.9,152.4667,All Seasons Country Lodge Taree
595,Lata,PT,84.34,clear sky,40.1629,-8.3327,Casa Maquia
596,Aden,YE,87.04,light rain,12.7794,45.0367,Sama Emirate Hotel
597,Charyshskoye,RU,33.66,overcast clouds,51.3978,83.5598,Gostinitsa Charysh
598,Majene,ID,79.29,broken clouds,-3.5403,118.9707,Kost Putri RABBANI
599,El Astillero,ES,70.39,clear sky,43.4009,-3.8205,San Juan
600,Shu,KZ,42.85,clear sky,43.5983,73.7614,Shyngyzkhan
601,Warman,CA,44.51,few clouds,52.3168,-106.5679,Days Inn & Suites by Wyndham Warman Legends Centre
602,Voh,NC,65.28,clear sky,-20.9667,164.7,Le gîte du Koniambo
603,Velyka Mykhaylivka,UA,49.57,clear sky,47.0794,29.8514,"Готель ""Уют"""
604,Bluefields,NI,78.62,light rain,12.0137,-83.7635,Flamingo Hotel and Casino
605,Goba,ET,52.34,light rain,7.0167,39.9833,Goba Wabe Shebelle Hotel
606,Canala,NC,55.89,clear sky,-21.5333,165.95,Table d’hôte chez Betty
607,Lasem,ID,79.48,broken clouds,-6.6922,111.4527,"Nyah Lasem | Museum, Restaurant & Community Center"
608,Ambon,ID,75.34,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
609,Leiyang,CN,65.8,broken clouds,26.4024,112.8591,Dongyang Hotel
610,Beringovskiy,RU,32.13,overcast clouds,63.05,179.3167,Beringgorski
611,Chiredzi,ZW,76.5,broken clouds,-21.05,31.6667,Clevers Hotel Chiredzi
612,Gazanjyk,TM,49.44,overcast clouds,39.2446,55.5154,Railway motel
615,Malakal,SS,79.81,broken clouds,9.5334,31.6605,Nile Palace Hotel
617,Gubkinskiy,RU,42.89,light rain,64.434,76.5026,MonarcH
618,The Pas,CA,55.42,scattered clouds,53.8251,-101.2541,Wescana Inn
619,Pingzhuang,CN,47.93,clear sky,42.0372,119.2889,Haoke Guest House
621,Mitsamiouli,KM,79.09,few clouds,-11.3847,43.2844,Foyer ADM
622,Natal,BR,88.45,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
623,Nehe,CN,42.15,clear sky,48.4833,124.8333,Vladimir Homestay
625,Cap-Aux-Meules,CA,62.65,few clouds,47.3821,-61.8597,Auberge Madeli
626,Acarau,BR,89.46,broken clouds,-2.8856,-40.12,castelo pizzaria
627,San Jose,US,60.66,broken clouds,37.3394,-121.895,The Westin San Jose
629,Colomi,BO,51.82,overcast clouds,-17.35,-65.8667,Casa
630,Oktyabrskiy,RU,42.06,clear sky,54.4815,53.471,Уязы-Тау гостиница
631,Saldanha,ZA,61.39,clear sky,-33.0117,17.9442,Blue Bay Lodge
632,Porto Belo,BR,67.98,overcast clouds,-27.1578,-48.5531,Costa Verde Beach Hotel
633,Bodden Town,KY,89.98,scattered clouds,19.2833,-81.25,Will T Place
634,Nanortalik,GL,41.18,scattered clouds,60.1432,-45.2371,Hotel Kap Farvel
635,Whitley Bay,GB,68.27,few clouds,55.0397,-1.4471,Cara Guesthouse
637,Chandbali,IN,82.45,overcast clouds,20.7833,86.7667,KABITA HOMES
638,Aksu,CN,57.47,scattered clouds,41.1231,80.2644,Pudong Holiday Hotel
639,Bandarbeyla,SO,81.57,scattered clouds,9.4942,50.8122,JABIR HOTEL
640,Qeshm,IR,89.49,clear sky,26.9581,56.2719,Qeshm Kavan Hotel
642,Saint Anthony,US,67.24,overcast clouds,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
643,Slave Lake,CA,40.98,clear sky,55.2834,-114.769,Super 8 by Wyndham Slave Lake AB
644,Mangrol,IN,85.03,broken clouds,21.1167,70.1167,Hotel The Royal Honours
645,Kingman,US,72.9,few clouds,35.1894,-114.053,Rodeway Inn Kingman Route 66
646,Manono,CD,85.48,broken clouds,-7.3,27.4167,Hotel hewa bora
647,Asfi,MA,71.26,scattered clouds,32.2994,-9.2372,Hôtel Abda
648,Mananara,MG,72.03,broken clouds,-16.1667,49.7667,Chez Roger
649,San Matias,BO,90.16,overcast clouds,-16.3667,-58.4,"HOTEL ""SAN JOSE"""
650,Casablanca,MA,80.82,mist,33.5928,-7.6192,فندق البيت المغربي كازبلانكا
651,Mulchen,CL,66.06,clear sky,-37.7167,-72.2333,Hotel Los Maitenes de Villalón
652,North Bend,US,47.88,mist,43.4065,-124.2243,Red Lion Hotel Coos Bay
653,La Ronge,CA,44.85,few clouds,55.1001,-105.2842,Northland Motor Hotel
654,Cururupu,BR,88.5,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
655,Port-Gentil,GA,77.5,broken clouds,-0.7193,8.7815,Fengshui Residence
656,Eyl,SO,78.82,broken clouds,7.9803,49.8164,Amiin Hotel
657,Manado,ID,77.77,scattered clouds,1.487,124.8455,Aryaduta Hotel
658,Mantua,IT,65.44,overcast clouds,45.1667,10.7833,Hotel la Favorita
659,Chimore,BO,85.93,broken clouds,-16.9833,-65.1333,Bichito
661,Borovskoy,KZ,41.97,few clouds,53.8,64.15,Аренда жилья/Баня
662,Oromocto,CA,72.25,clear sky,45.8351,-66.4792,Days Inn by Wyndham Oromocto Conference Centre
663,Bam,IR,85.19,scattered clouds,29.106,58.357,Bam Tourist Hotel
664,Yamada,JP,66.09,overcast clouds,39.4667,141.95,Iroha-ya Inn
665,Ewa Beach,US,76.98,few clouds,21.3156,-158.0072,Uncle Junior Robert
666,Whitehorse,CA,33.31,overcast clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
667,Bogo,PH,79.93,heavy intensity rain,11.0517,124.0055,Acrige Apartelle 2 pax Twin @ heart of Bogo City
668,Koltubanovskiy,RU,43.36,clear sky,52.9407,52.0269,"Resort ""Pivol'e"""
669,Timra,SE,51.51,broken clouds,62.487,17.3257,Bergefors park
670,Araceli,PH,83.25,overcast clouds,10.5529,119.9913,JBryan Traveler's Inn
671,Fuyu,CN,47.61,scattered clouds,45.1833,124.8167,Education Hostel
672,Tawau,MY,77.13,few clouds,4.2498,117.8871,Shervinton Executive Boutique Hotel
673,Sena Madureira,BR,93.15,overcast clouds,-9.0656,-68.6569,Hotel Central
674,Bytow,PL,55.51,scattered clouds,54.1706,17.4919,Centrum UŁAN SPA
675,Port Blair,IN,79.56,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
676,Colborne,CA,70.72,clear sky,44.0001,-77.8828,Colborne Guest House
677,Mahibadhoo,MV,83.57,overcast clouds,3.7833,72.9667,Omadhoo Inn
678,Srisailam,IN,75.76,overcast clouds,16.0833,78.8667,Vasavi Satram
679,Pyaozerskiy,RU,51.04,overcast clouds,65.8333,31.1667,Taratuga
680,Macklin,CA,41.34,clear sky,52.3334,-109.9348,Macklin Motor Inn
683,Bull Savanna,JM,84.9,scattered clouds,17.8868,-77.5902,Big Red's
684,Vannes,FR,65.26,overcast clouds,47.8333,-2.5,Le Bolloch Françoise
685,Ust-Ishim,RU,39.13,broken clouds,57.6935,71.1665,"Velichko T.p., Gostinitsa"
686,Uvira,CD,79.16,broken clouds,-3.4067,29.1458,Hotel Suzana
687,Tautira,PF,73.42,few clouds,-17.7333,-149.15,Pension Oaoa
